data_year,groupb_arrestee_id,arrestee_seq_num,arrest_date,arrest_type_id,offense_code,age_id,age_num,sex_code,race_id,ethnicity_id,resident_code,under_18_disposition_code,age_range_low_num,age_range_high_num
2024,55031023,1,2024-10-17,3,90Z,62,59,F,10,10,R,,59,
2024,55030896,1,2024-10-02,3,90Z,49,46,M,10,20,R,,46,
2024,55030912,1,2024-10-02,3,90Z,62,59,M,10,10,R,,59,
2024,55030927,1,2024-10-03,3,90Z,36,33,M,10,20,R,,33,
2024,55030944,1,2024-10-04,3,90Z,47,44,M,10,20,R,,44,
2024,55030945,1,2024-10-04,1,90J,42,39,M,20,20,R,,39,
2024,55030957,1,2024-10-08,2,90J,40,37,M,10,20,R,,37,
2024,55030965,1,2024-10-08,3,90Z,29,26,M,10,10,R,,26,
2024,55030908,1,2024-10-02,3,90Z,38,35,M,10,10,N,,35,
2024,55031001,1,2024-10-14,3,90Z,50,47,F,20,20,R,,47,
2024,55031053,1,2024-10-15,3,90Z,27,24,M,10,20,R,,24,
2024,55031090,1,2024-10-25,3,90Z,41,38,F,10,20,R,,38,
2024,55031093,1,2024-10-26,2,90C,41,38,M,10,20,N,,38,
2024,55031110,1,2024-10-30,3,90Z,47,44,M,10,20,N,,44,
2024,55031114,1,2024-10-29,3,90Z,54,51,M,10,20,R,,51,
2024,55031117,1,2024-10-29,3,90Z,37,34,M,10,10,R,,34,
2024,55031151,1,2024-10-31,3,90Z,37,34,M,10,10,R,,34,
2024,55031033,1,2024-10-17,3,90Z,33,30,F,10,10,R,,30,
2024,55031061,1,2024-10-22,3,90Z,35,32,F,10,20,R,,32,
2024,55031067,1,2024-10-21,2,90J,44,41,F,10,10,R,,41,
2024,55031075,1,2024-10-26,1,90D,44,41,F,10,10,R,,41,
2024,55031081,1,2024-10-25,3,90Z,24,21,M,10,10,R,,21,
2024,55031097,1,2024-10-27,3,90Z,56,53,M,10,10,R,,53,
2024,55031100,1,2024-10-28,3,90Z,62,59,M,10,10,R,,59,
2024,55030899,1,2024-10-02,3,90Z,49,46,M,10,20,R,,46,
2024,55031005,1,2024-10-14,3,90Z,38,35,M,10,20,R,,35,
2024,55031034,1,2024-10-17,3,90Z,44,41,M,10,10,N,,41,
2024,55031043,1,2024-10-18,3,90Z,46,43,M,10,10,R,,43,
2024,55031049,1,2024-10-19,3,90Z,21,18,M,10,10,R,,18,
2024,55031063,1,2024-10-21,3,90Z,39,36,F,10,10,N,,36,
2024,55031131,1,2024-10-30,3,90Z,48,45,M,10,10,R,,45,
2024,55030902,1,2024-10-02,3,90Z,49,46,M,10,20,R,,46,
2024,55031008,1,2024-10-14,3,90Z,18,15,F,10,20,R,H,15,
2024,55031010,1,2024-10-15,1,90J,42,39,M,20,20,R,,39,
2024,55031046,1,2024-10-18,3,90Z,54,51,F,10,10,R,,51,
2024,55031095,1,2024-10-27,2,90C,19,16,M,10,20,R,R,16,
2024,55031122,1,2024-10-29,3,90Z,47,44,M,10,10,R,,44,
2024,55031135,1,2024-10-30,2,90J,40,37,F,10,20,R,,37,
2024,55030906,1,2024-10-02,3,90Z,30,27,M,10,20,R,,27,
2024,55030972,1,2024-10-09,3,90Z,56,53,M,10,10,R,,53,
2024,55031066,1,2024-10-21,2,90J,54,51,M,10,10,R,,51,
2024,55031101,1,2024-10-27,3,90Z,66,63,F,10,10,R,,63,
2024,55030903,1,2024-10-02,3,90Z,42,39,M,10,10,R,,39,
2024,55030936,1,2024-10-04,3,90Z,31,28,F,10,20,R,,28,
2024,55030967,1,2024-10-08,3,90Z,29,26,M,10,10,R,,26,
2024,55030975,1,2024-10-09,3,90Z,56,53,M,10,10,R,,53,
2024,55030989,1,2024-10-13,3,90Z,43,40,M,10,10,R,,40,
2024,55031030,1,2024-10-17,3,90Z,37,34,M,10,20,R,,34,
2024,55031080,1,2024-10-26,3,90Z,19,16,F,10,20,R,H,16,
2024,55031083,1,2024-10-25,3,90Z,24,21,M,10,10,R,,21,
2024,55031092,1,2024-10-26,1,90C,41,38,M,10,20,N,,38,
2024,55031127,1,2024-10-30,3,90Z,73,70,M,10,20,R,,70,
2024,55031128,1,2024-10-30,3,90Z,48,45,M,10,10,R,,45,
2024,55031140,1,2024-10-31,3,90Z,33,30,M,10,10,R,,30,
2024,55030953,1,2024-10-07,3,90Z,36,33,M,10,20,N,,33,
2024,55030959,1,2024-10-08,1,90D,50,47,M,10,20,R,,47,
2024,55030960,1,2024-10-08,3,90Z,21,18,M,10,10,R,,18,
2024,55030984,1,2024-10-11,3,90Z,29,26,M,10,10,R,,26,
2024,55031058,1,2024-10-21,3,90Z,34,31,M,10,10,R,,31,
2024,55031069,1,2024-10-23,3,90Z,34,31,F,10,10,R,,31,
2024,55031087,1,2024-10-25,3,90Z,41,38,F,10,20,R,,38,
2024,55031112,1,2024-10-30,3,90Z,24,21,F,10,10,R,,21,
2024,55031142,1,2024-10-31,3,90Z,33,30,M,10,10,R,,30,
2024,55031145,1,2024-10-31,3,90Z,58,55,F,10,10,R,,55,
2024,55030992,1,2024-10-14,3,90Z,16,13,M,10,20,R,H,13,
2024,55031055,1,2024-10-15,3,90Z,27,24,M,10,20,R,,24,
2024,55031057,1,2024-10-22,3,90Z,29,26,M,10,10,R,,26,
2024,55031104,1,2024-10-29,1,90D,46,43,M,10,20,R,,43,
2024,55031143,1,2024-10-31,3,90Z,33,30,M,10,10,R,,30,
2024,55030998,1,2024-10-14,1,90C,27,24,M,10,20,N,,24,
2024,55031002,1,2024-10-14,3,90Z,50,47,F,10,20,R,,47,
2024,55031014,1,2024-10-16,1,90C,60,57,F,10,20,N,,57,
2024,55031017,1,2024-10-16,3,90Z,38,35,M,10,10,N,,35,
2024,55031026,1,2024-10-17,3,90Z,43,40,M,10,10,N,,40,
2024,55031137,1,2024-10-31,2,90Z,19,16,M,10,10,R,R,16,
2024,55031124,1,2024-10-30,3,90Z,37,34,F,20,20,R,,34,
2024,55031149,1,2024-10-31,3,90Z,22,19,F,10,20,N,,19,
2024,55031012,1,2024-10-15,3,90Z,76,73,M,10,10,R,,73,
2024,55031018,1,2024-10-16,1,90J,27,24,M,10,20,N,,24,
2024,55031027,1,2024-10-17,3,90Z,34,31,M,10,10,R,,31,
2024,55031071,1,2024-10-24,3,90Z,31,28,M,10,10,R,,28,
2024,55031072,1,2024-10-27,3,90F,40,37,M,10,20,R,,37,
2024,55031115,1,2024-10-29,1,90C,42,39,F,10,10,R,,39,
2024,55031120,1,2024-10-29,3,90Z,26,23,M,10,10,R,,23,
2024,55031133,1,2024-10-30,3,90Z,42,39,F,10,10,N,,39,
2024,55031037,1,2024-10-17,3,90Z,31,28,M,10,20,R,,28,
2024,55031039,1,2024-10-19,1,90D,25,22,F,10,10,R,,22,
2024,55031040,1,2024-10-18,3,90Z,46,43,M,10,10,R,,43,
2024,55031052,1,2024-10-20,3,90Z,43,40,M,10,20,N,,40,
2024,55031078,1,2024-10-26,3,90Z,24,21,F,10,10,R,,21,
2024,55031086,1,2024-10-25,3,90Z,24,21,F,10,20,R,,21,
2024,55031106,1,2024-10-29,3,90Z,28,25,M,10,10,R,,25,
2024,55031108,1,2024-10-30,3,90Z,47,44,M,10,20,N,,44,
2024,55031147,1,2024-10-31,3,90Z,36,33,M,10,10,R,,33,
2024,55380907,1,2024-10-31,1,90C,36,33,M,10,20,R,,33,
